N,Iteracoes
287,243508
287,74387
287,59916
287,85963
287,100047
287,63925
287,75128
287,58304
287,57972
288,170126
288,247858
288,64980
288,87757
288,71342
288,106279
288,61581
288,73981
288,64075
288,65647
289,337380
289,166216
289,98303
289,70052
289,70232
289,92401
289,71443
289,77347
289,79879
289,76208
290,106351
290,56142
290,105105
290,64607
290,115378
290,81258
290,66451
290,97771
290,61335
290,63505
291,95521
291,62340
291,61579
291,173433
291,65206
291,70039
291,100985
291,276755
291,99591
291,61631
292,96658
292,64458
292,63924
292,94568
292,91468
292,121025
292,73876
292,66519
292,66757
292,64688
293,75009
293,84698
293,150645
293,64336
293,112460
293,57065
293,85577
293,79631
293,63695
293,91694
294,79101
294,111607
294,61992
294,113799
294,67175
294,79528
294,77551
294,58874
294,65020
294,65709
295,74891
295,81862
295,66033
295,67668
295,71445
295,68725
295,67782
295,76646
295,61508
295,63195
296,160855
296,67394
296,71950
296,79223
296,709014
296,74042
296,62008
296,100367
296,132252
296,71239
297,63886
297,64995
297,74025
297,60740
297,83708
297,106762
297,102230
297,73199
297,66642
297,80916
298,340484
298,82121
298,136291
298,95570
298,67102
298,80213
298,81780
298,130910
298,93569
298,67412
299,63765
299,177527
299,66064
299,72824
299,69685
299,137177
299,64199
299,89655
299,78011
299,64150
300,113413
300,68536
300,66014
300,89112
300,71362
300,103445
300,124325
300,64281
300,91071
300,102622
301,134359
301,87524
301,66508
301,66708
301,69769
301,75465
301,62425
301,73439
301,87037
301,81175
302,79156
302,85228
302,70903
302,70880
302,179925
302,63231
302,76300
302,164127
302,74027
302,105507
303,69280
303,75781
303,130399
303,67500
303,74552
303,76963
303,64294
303,66413
303,78671
303,97466
304,275012
304,418333
304,64586
304,69381
304,90275
304,95922
304,70426
304,79087
304,212167
304,62975
305,67659
305,69070
305,95144
305,78028
305,101398
305,83649
305,66581
305,72778
305,68981
305,66917
306,94681
306,66665
306,77064
306,94185
306,68349
306,82822
306,112784
306,80116
306,387770
306,64697
307,94287
307,97009
307,130113
307,76171
307,86662
307,79566
307,88700
307,66600
307,69556
307,79390
308,62617
308,75545
308,75866
308,93880
308,119045
308,118810
308,106491
308,80128
308,71943
308,79116
309,96101
309,121231
309,65989
309,98163
309,98387
309,225258
309,87885
309,81752
309,140362
309,86004
310,75034
310,90042
310,96447
310,69006
310,94065
310,69479
310,69676
310,83309
310,64063
310,90842
311,72273
311,77204
311,78435
311,283382
311,67979
311,84955
311,82522
311,68273
311,77321
311,73867
312,76521
312,95007
312,79566
312,77337
312,110294
312,82025
312,62115
312,280445
312,85648
312,90099
313,66418
313,85827
313,86284
313,190352
313,75040
313,80043
313,87845
313,176378
313,70964
313,100472
314,84986
314,122759
314,89748
314,66722
314,74877
314,73595
314,92071
314,90636
314,72983
314,78282
315,81123
315,71922
315,70304
315,176294
315,70968
315,78880
315,71326
315,77520
315,102697
315,87086
316,80533
316,88706
316,119700
316,85482
316,82696
316,116853
316,112811
316,100498
316,78498
316,237739
317,82623
317,76545
317,94071
317,86039
317,98145
317,79882
317,173048
317,86571
317,172008
317,70484
318,79721
318,227197
318,91284
318,91034
318,103124
318,91879
318,73739
318,73556
318,76298
318,112205
319,101370
319,85960
319,79085
319,191676
319,108269
319,84547
319,72346
319,84504
319,69761
319,71330
320,130377
320,118829
320,94103
320,112484
320,113293
320,75951
320,68480
320,78612
320,74819
320,87113
321,102948
321,533200
321,72788
321,75086
321,72309
321,96043
321,76495
321,69646
321,128619
321,83270
322,76629
322,112597
322,74653
322,140720
322,91960
322,103029
322,87814
322,70172
322,75781
322,109166
323,83062
323,75382
323,95228
323,87672
323,125901
323,84391
323,129084
323,74332
323,88565
323,110231
324,74364
324,101874
324,86947
324,81479
324,113188
324,93273
324,389448
324,75042
324,99801
324,137266
325,86907
325,75155
325,70212
325,81676
325,76603
325,73694
325,95268
325,89036
325,76871
325,95675
326,348112
326,169620
326,70826
326,119200
326,120977
326,83576
326,88681
326,109166
326,131572
326,101423
327,80555
327,104427
327,86422
327,104866
327,80172
327,85496
327,142915
327,75780
327,202112
327,71873
328,84730
328,165486
328,243418
328,94252
328,231382
328,178086
328,79881
328,94198
328,93044
328,128447
329,74194
329,88474
329,720183
329,83244
329,97377
329,100968
329,84008
329,234386
329,140124
329,76488
330,89302
330,135005
330,81824
330,87566
330,344901
330,85082
330,77308
330,98073
330,149151
330,214369
331,108050
331,82704
331,132136
331,95315
331,76973
331,97226
331,78182
331,76894
331,174800
331,77908
332,79684
332,84855
332,87486
332,250742
332,124884
332,79691
332,75722
332,578092
332,82973
332,85746
333,96531
333,96348
333,77708
333,111355
333,86436
333,129380
333,99721
333,107491
333,98595
333,81852
334,132067
334,181493
334,473674
334,87058
334,79720
334,78397
334,88517
334,82862
334,112377
334,97536
335,79436
335,81285
335,77239
335,76570
335,122077
335,94468
335,96519
335,99123
335,122750
335,84059
336,89851
336,85304
336,114565
336,198488
336,140103
336,79163
336,154292
336,175965
336,92187
336,81708
337,97906
337,78963
337,184393
337,81135
337,202147
337,111790
337,80932
337,189206
337,140907
337,90756
338,93494
338,153839
338,83002
338,253529
338,81326
338,100043
338,86183
338,89005
338,77579
338,83719
339,121390
339,86525
339,87627
339,121443
339,85035
339,125856
339,100047
339,119909
339,74578
339,83978
340,133149
340,90225
340,74788
340,84862
340,130751
340,120586
340,136119
340,94307
340,110079
340,83043
341,170782
341,98355
341,134056
341,290389
341,165643
341,118844
341,122119
341,108465
341,84328
341,109725
342,96711
342,93700
342,134286
342,77045
342,129235
342,82348
342,83417
342,99287
342,98605
342,101886
343,129615
343,151274
343,82041
343,90702
343,91118
343,105972
343,180957
343,117915
343,79372
343,103847
344,90978
344,94557
344,104576
344,91467
344,83824
344,102613
344,246908
344,103384
344,122635
344,91529
345,744453
345,87854
345,87525
345,184014
345,98340
345,82457
345,116720
345,97046
345,98234
345,143282
346,109402
346,92904
346,86936
346,202819
346,82190
346,83666
346,84090
346,84120
346,125630
346,110183
347,108136
347,232789
347,100852
347,87663
347,100246
347,110261
347,94723
347,128665
347,90906
347,282054
348,165269
348,88937
348,119096
348,122558
348,357843
348,133187
348,206671
348,85137
348,115797
348,83394
349,96952
349,105152
349,134818
349,91131
349,90253
349,97263
349,96320
349,126942
349,111764
349,124212
350,173659
350,98290
350,84278
350,96917
350,91622
350,89948
350,87511
350,93802
350,114854
350,121404
351,100017
351,141565
351,186455
351,88942
351,83167
351,98165
351,95718
351,116824
351,122929
351,219576
352,84968
352,94955
352,95259
352,99141
352,88621
352,88569
352,147556
352,86431
352,137582
352,96286
353,99049
353,88020
353,720715
353,89244
353,106954
353,97305
353,107941
353,92983
353,154619
353,99966
354,133414
354,94206
354,98258
354,119985
354,100573
354,137664
354,165310
354,93223
354,151894
354,88422
355,125655
355,149015
355,112599
355,205599
355,100966
355,91245
355,136456
355,153645
355,96112
355,85437
356,104264
356,128814
356,140114
356,108451
356,128900
356,91718
356,105858
356,96666
356,132746
356,101034
357,101586
357,91788
357,93452
357,110010
357,97813
357,306260
357,116864
357,107942
357,89962
357,81383
358,92560
358,98648
358,432222
358,101073
358,115739
358,119647
358,102779
358,166026
358,279335
358,188277
359,101409
359,91694
359,88689
359,143336
359,118959
359,97235
359,108991
359,116452
359,112907
359,125126
360,223788
360,265715
360,122761
360,97344
360,132430
360,93638
360,83705
360,178957
360,117985
360,180144
361,102264
361,596425
361,147608
361,106257
361,93454
361,90437
361,100828
361,139734
361,105383
361,201018
362,108602
362,103767
362,90844
362,113595
362,111112
362,94670
362,93399
362,89913
362,176533
362,103649
363,131648
363,94664
363,119095
363,93440
363,116458
363,94318
363,108017
363,105119
363,95065
363,110809
364,94271
364,253040
364,101546
364,122094
364,97292
364,115735
364,164459
364,126494
364,94865
364,115095
365,206513
365,103352
365,103690
365,106782
365,122225
365,93821
365,198986
365,321860
365,100593
365,103753
366,172815
366,124729
366,110563
366,136316
366,142675
366,110857
366,89984
366,134358
366,247532
366,131026
367,106845
367,121356
367,132940
367,129008
367,115983
367,101326
367,117690
367,215166
367,308688
367,154916
368,174360
368,109317
368,103016
368,181127
368,116872
368,127347
368,105336
368,118985
368,117319
368,120621
369,105709
369,117486
369,92088
369,100225
369,97298
369,107190
369,97616
369,108717
369,163183
369,116926
370,303188
370,103166
370,184562
370,181326
370,1985251
370,127296
370,633495
370,140025
370,103419
370,113133
371,223623
371,240620
371,106002
371,92345
371,138399
371,94150
371,101337
371,188668
371,117509
371,110799
372,134719
372,135562
372,119170
372,131447
372,104414
372,99768
372,111363
372,97993
372,140103
372,104364
373,109291
373,152248
373,217715
373,114606
373,113930
373,144903
373,113424
373,95634
373,101414
373,92239
374,114146
374,114756
374,102297
374,96458
374,105715
374,150708
374,98941
374,97124
374,323404
374,155460
375,145162
375,110845
375,132505
375,113443
375,145992
375,119778
375,159823
375,214515
375,149688
375,154030
376,117163
376,161222
376,136202
376,184116
376,130523
376,124180
376,113404
376,123803
376,121712
376,112583
377,212622
377,102503
377,102417
377,140778
377,117222
377,144782
377,147953
377,98019
377,181188
377,278445
378,146589
378,105644
378,102615
378,105697
378,153861
378,108599
378,110737
378,132710
378,221137
378,102655
379,102348
379,120635
379,387914
379,190095
379,101243
379,167738
379,141191
379,197672
379,139318
379,170528
380,233638
380,116786
380,152489
380,114524
380,98344
380,171274
380,173899
380,127431
380,101808
380,262616
381,105028
381,122660
381,197102
381,120782
381,98009
381,102348
381,104742
381,185820
381,102727
381,93202
382,180077
382,249037
382,140267
382,162244
382,163086
382,141188
382,111200
382,117549
382,115140
382,97160
383,366988
383,102627
383,124632
383,142638
383,112177
383,205909
383,96511
383,172341
383,163512
383,98538
384,121099
384,123647
384,114072
384,107996
384,135268
384,130702
384,119559
384,125501
384,122372
384,106456
385,113960
385,112951
385,135066
385,145294
385,122747
385,258529
385,101866
385,108851
385,125367
385,116401
386,180897
386,315432
386,132510
386,200370
386,118815
386,106271
386,105881
386,110623
386,490826
386,134657
387,121490
387,266415
387,106543
387,120941
387,114328
387,181173
387,114493
387,413802
387,163978
387,146145
388,140873
388,104813
388,180213
388,207635
388,122491
388,133608
388,114667
388,120101
388,290278
388,120520
389,118423
389,448955
389,102419
389,121430
389,170253
389,128547
389,138192
389,202939
389,170236
389,280071
390,160466
390,107634
390,127070
390,314932
390,106545
390,116711
390,124821
390,195886
390,294716
390,157083
391,119993
391,120671
391,127081
391,114808
391,145015
391,182605
391,122127
391,198557
391,224062
391,864812
392,152265
392,136692
392,114205
392,316715
392,193509
392,129616
392,124258
392,122868
392,164957
392,315767
393,109458
393,116969
393,122996
393,107127
393,106846
393,144348
393,176502
393,201130
393,249231
393,137062
394,128511
394,126544
394,198055
394,106972
394,292335
394,117492
394,111981
394,176735
394,131315
394,154735
395,151908
395,115929
395,136040
395,169176
395,115188
395,111292
395,113541
395,128367
395,134954
395,199631
396,153589
396,121853
396,161776
396,124751
396,117860
396,115164
396,225439
396,119188
396,135134
396,122811
397,122233
397,174273
397,126233
397,112584
397,133941
397,111720
397,109039
397,117286
397,131591
397,119213
398,174662
398,148870
398,345394
398,112959
398,1079378
398,124720
398,123663
398,135421
398,149056
398,124724
399,115636
399,127354
399,104423
399,206462
399,226179
399,114929
399,117144
399,130251
399,198401
399,108938
400,222740
400,110804
400,205942
400,136913
400,194691
400,111629
400,118379
400,139925
400,118454
400,156093
401,185313
401,109489
401,279291
401,142427
401,131883
401,129077
401,216573
401,121068
401,138552
401,121556
402,109914
402,141010
402,106569
402,219507
402,132315
402,125061
402,124124
402,124434
402,236093
402,235597
403,391552
403,119705
403,129703
403,150625
403,107693
403,128569
403,195224
403,213597
403,142453
403,120564
404,147500
404,178015
404,159435
404,156070
404,131418
404,121962
404,153968
404,278029
404,108654
404,121557
405,126410
405,186385
405,130042
405,204673
405,122192
405,122261
405,118645
405,351196
405,188356
405,120315
406,140833
406,121225
406,135952
406,152610
406,136839
406,161248
406,266147
406,173687
406,184849
406,263779
407,129256
407,136387
407,116850
407,130389
407,145561
407,122308
407,184361
407,128490
407,128194
407,276590
408,318922
408,213632
408,121908
408,178423
408,128512
408,254936
408,122849
408,130022
408,134937
408,131075
409,148320
409,294212
409,138270
409,179840
409,237435
409,189280
409,136323
409,121192
409,132012
409,315176
410,119558
410,166552
410,256392
410,111107
410,122752
410,111304
410,122360
410,113702
410,159895
410,161899
411,137173
411,164196
411,127721
411,276066
411,132760
411,167664
411,799751
411,135095
411,142995
411,128504
412,129435
412,239123
412,167621
412,152681
412,154541
412,137434
412,114311
412,114316
412,159939
412,128982
413,213104
413,135719
413,141277
413,127776
413,189123
413,133358
413,131578
413,113987
413,147575
413,148769
414,152028
414,182793
414,117834
414,116984
414,182499
414,137636
414,173737
414,120848
414,136955
414,323801
415,136295
415,177233
415,124487
415,188609
415,129419
415,136747
415,121114
415,183654
415,258274
415,286083
416,135893
416,131782
416,158456
416,169776
416,118443
416,140515
416,173326
416,125141
416,152575
416,143052
417,156593
417,139409
417,125849
417,130797
417,196194
417,162704
417,122406
417,197635
417,332211
417,137274
418,160224
418,154438
418,125387
418,140822
418,128203
418,138076
418,125964
418,217775
418,141375
418,134416
419,122571
419,223209
419,175402
419,120917
419,130571
419,127467
419,161283
419,313024
419,328558
419,162706
420,141317
420,114793
420,134126
420,159356
420,152827
420,144565
420,135180
420,125161
420,125753
420,119387
421,120657
421,157096
421,132376
421,127478
421,155171
421,151948
421,134257
421,215768
421,262913
421,146364
422,157178
422,251160
422,143965
422,165458
422,148676
422,357347
422,553505
422,153450
422,155347
422,138459
423,125921
423,299959
423,178110
423,185294
423,131379
423,206166
423,143192
423,155072
423,186863
423,169136
424,146745
424,154475
424,162772
424,167152
424,132196
424,164802
424,189435
424,220163
424,132486
424,122100
425,286569
425,141662
425,135203
425,202604
425,136439
425,183724
425,275942
425,156804
425,123683
425,123790
426,153643
426,137717
426,152013
426,139839
426,133021
426,134803
426,372600
426,166521
426,153605
426,143522
427,295498
427,399478
427,157881
427,228979
427,129688
427,136907
427,168210
427,134014
427,188604
427,135551
428,175791
428,143328
428,192682
428,186155
428,132798
428,129812
428,211157
428,141735
428,133161
428,157656
429,140106
429,148057
429,125041
429,285667
429,153720
429,591141
429,151995
429,192816
429,127940
429,255581
430,294932
430,138591
430,140896
430,147442
430,135340
430,132636
430,141954
430,203962
430,237945
430,134371
431,131019
431,173163
431,198449
431,128192
431,146535
431,142380
431,143072
431,137738
431,165064
431,124830
432,306487
432,134638
432,209000
432,206574
432,130477
432,164927
432,135475
432,128522
432,155053
432,136610
433,180120
433,371605
433,153506
433,318358
433,216219
433,162406
433,153038
433,181329
433,143475
433,152985
434,306559
434,139579
434,182120
434,222686
434,138664
434,178356
434,180791
434,249843
434,127492
434,136049
435,203183
435,208751
435,160883
435,151164
435,147007
435,174191
435,141672
435,170222
435,189661
435,315456
436,364117
436,145731
436,348077
436,162773
436,165840
436,142863
436,181206
436,140508
436,157746
436,392114
437,208841
437,146624
437,129331
437,260358
437,145431
437,145031
437,128130
437,169020
437,165136
437,138129
438,193788
438,164941
438,171326
438,188337
438,153237
438,390853
438,157372
438,188733
438,125144
438,140591
439,194966
439,180304
439,151813
439,137029
439,196579
439,145735
439,284318
439,220549
439,172643
439,253708
440,156696
440,223544
440,284888
440,368324
440,205209
440,150262
440,208927
440,909888
440,137703
440,131419
441,146792
441,142220
441,153208
441,170030
441,158590
441,143672
441,903980
441,131536
441,159294
441,131515
442,201881
442,143433
442,164413
442,151728
442,150013
442,223089
442,225504
442,156896
442,156390
442,156689
443,145712
443,214858
443,169961
443,142084
443,191745
443,418350
443,142770
443,182256
443,171071
443,173317
444,143516
444,216846
444,259695
444,829460
444,362171
444,138266
444,150597
444,166190
444,189336
444,607299
445,138550
445,655151
445,195475
445,152418
445,656480
445,207831
445,164942
445,1548035
445,153073
445,206173
446,358627
446,138747
446,158328
446,178024
446,177092
446,162694
446,421325
446,148985
446,139239
446,215492
447,140803
447,186923
447,179269
447,141655
447,145635
447,144662
447,174359
447,140646
447,143616
447,148893
448,266331
448,134545
448,148012
448,359026
448,175924
448,309763
448,147976
448,152262
448,166810
448,141405
449,151988
449,310298
449,147386
449,173524
449,190079
449,158719
449,201744
449,217901
449,134393
449,148148
450,156097
450,653900
450,203403
450,133645
450,256432
450,143553
450,246898
450,166050
450,417878
450,139206
451,148453
451,3674465
451,192404
451,153031
451,169267
451,294429
451,320324
451,149635
451,163069
451,153468
452,176783
452,225683
452,152996
452,164444
452,181318
452,167961
452,166971
452,203423
452,137267
452,169432
453,297081
453,212601
453,211792
453,153487
453,184535
453,149399
453,169785
453,197417
453,527359
453,1030336
454,398746
454,150924
454,152724
454,262752
454,387419
454,374911
454,242526
454,144266
454,167893
454,203623
455,179010
455,160389
455,216541
455,142504
455,146788
455,458761
455,151553
455,231123
455,197073
455,139536
456,289378
456,153139
456,242996
456,341191
456,182509
456,163625
456,259299
456,159701
456,168572
456,150823
457,188927
457,186517
457,168875
457,152474
457,758770
457,192554
457,213682
457,158127
457,174686
457,157362
458,152309
458,143629
458,158918
458,172870
458,144031
458,141599
458,247433
458,163832
458,178881
458,327780
459,180740
459,282089
459,407793
459,1657905
459,599717
459,162658
459,174950
459,147443
459,148600
459,651049
460,757993
460,165769
460,195982
460,441768
460,160710
460,166485
460,685215
460,162932
460,194666
460,160084
461,204073
461,155086
461,166871
461,539374
461,185322
461,159032
461,182000
461,183022
461,200279
461,173274
462,158914
462,151796
462,141811
462,154854
462,1150026
462,154066
462,344625
462,237088
462,156075
462,406006
463,166335
463,152107
463,144284
463,156306
463,179606
463,193960
463,276562
463,166640
463,147792
463,147793
464,157840
464,159889
464,162207
464,186370
464,293379
464,155182
464,329353
464,196466
464,397209
464,160412
465,161221
465,204134
465,156993
465,229107
465,267806
465,220403
465,172610
465,147095
465,234758
465,246455
466,297250
466,185889
466,155754
466,171895
466,161612
466,163779
466,185928
466,161844
466,187868
466,194810
467,161138
467,236996
467,169386
467,201897
467,150741
467,171904
467,811176
467,167916
467,167540
467,243278
468,149161
468,220096
468,194617
468,159759
468,150136
468,216325
468,167613
468,154061
468,168339
468,167615
469,228512
469,228391
469,566956
469,200538
469,206075
469,347690
469,240412
469,149791
469,159011
469,417784
470,265308
470,206293
470,172969
470,165519
470,176348
470,169311
470,150668
470,742380
470,160151
470,223851
471,181381
471,181433
471,149707
471,169265
471,212797
471,157395
471,200855
471,156766
471,320106
471,169869
472,233289
472,417878
472,229300
472,185118
472,349384
472,330283
472,153873
472,2823779
472,157384
472,172022
473,157832
473,158789
473,154529
473,260793
473,408827
473,175153
473,183727
473,161556
473,311578
473,173346
474,239170
474,172246
474,350523
474,175262
474,218729
474,171273
474,156455
474,163299
474,198594
474,182395
475,163940
475,170601
475,160609
475,407198
475,165393
475,194511
475,186819
475,204765
475,165420
475,325020
476,180687
476,322589
476,378295
476,223457
476,156576
476,163725
476,172560
476,162197
476,184336
476,163777
477,175730
477,185832
477,223096
477,159885
477,171316
477,177770
477,220699
477,154444
477,239445
477,182506
478,151346
478,171741
478,180317
478,202709
478,157244
478,173416
478,198675
478,181463
478,201080
478,158685
479,187790
479,397083
479,189639
479,155908
479,178821
479,153902
479,205154
479,154076
479,153972
479,231497
480,192308
480,196041
480,308492
480,165525
480,234859
480,152880
480,160183
480,179891
480,263344
480,339957
481,246031
481,169156
481,204837
481,264447
481,392753
481,297043
481,162415
481,290283
481,511662
481,157224
482,263068
482,263822
482,180277
482,211207
482,446595
482,206388
482,206607
482,163202
482,159469
482,258394
483,312042
483,165725
483,188027
483,178104
483,208962
483,230565
483,281786
483,199348
483,367536
483,158363
484,167394
484,153510
484,375591
484,155117
484,250755
484,211604
484,176686
484,205398
484,187007
484,175542
485,203866
485,376018
485,184775
485,214613
485,167074
485,186240
485,175207
485,370766
485,193496
485,235787
486,191478
486,157300
486,274393
486,214796
486,213120
486,235270
486,205185
486,187963
486,240400
486,455689
487,233644
487,181517
487,173273
487,229232
487,166306
487,177527
487,221390
487,259433
487,182415
487,171009
488,185778
488,164143
488,294212
488,192609
488,186774
488,289958
488,219534
488,314494
488,185890
488,201904
489,322948
489,176199
489,204887
489,211662
489,3041289
489,321566
489,197771
489,491511
489,173383
489,159513
490,249137
490,198889
490,166540
490,189117
490,160151
490,163009
490,208479
490,354342
490,258470
490,208585
491,226093
491,175004
491,476434
491,183947
491,187260
491,247615
491,410305
491,176669
491,263467
491,197588
492,192063
492,166168
492,173701
492,449730
492,190770
492,220267
492,222955
492,185714
492,170696
492,315838
493,236465
493,2543423
493,247167
493,274964
493,195667
493,229548
493,432472
493,1355370
493,177850
493,344969
494,209914
494,199485
494,176616
494,180644
494,195562
494,187403
494,175038
494,220755
494,167143
494,333384
495,204309
495,264718
495,203616
495,206024
495,217678
495,756892
495,168862
495,191983
495,260051
495,226488
496,227024
496,186212
496,241973
496,200714
496,319641
496,324839
496,229242
496,188403
496,183947
496,208278
497,311239
497,275009
497,181165
497,189569
497,211119
497,522778
497,625930
497,205038
497,214694
497,188839
498,360669
498,166589
498,750536
498,225338
498,163696
498,308738
498,208485
498,183128
498,1750748
498,364573
499,175088
499,224014
499,1348963
499,3029724
499,292817
499,274043
499,618665
499,192202
499,390374
499,171591
500,173869
500,219784
500,191394
500,180344
500,194748
500,166369
500,260644
500,179740
500,193786
500,695903
