N,Tempo
56,1.167496
56,1.956094
56,3.224088
56,3.175336
57,3.12701
57,2.976906
57,4.296648
57,3.280538
57,3.89679
57,1.389024
57,2.790018
57,1.61953
57,1.668282
57,2.04761
58,1.883818
58,5.606126
58,2.86272
58,2.15196
58,3.187312
58,2.030504
58,2.646326
58,2.23578
58,3.222378
58,1.572488
59,3.339984
59,1.395866
59,2.680968
59,3.64533
59,2.218244
59,4.565642
59,1.4057
59,1.66486
59,1.061438
59,3.216392
60,1.82694
60,2.564646
60,2.644188
60,2.298214
60,1.955666
60,3.147112
60,1.50449
60,1.6067
60,1.53143
60,1.40613
61,2.661296
61,1.249178
61,2.73528
61,3.695364
61,1.83079
61,1.578902
61,4.058016
61,1.152528
61,1.50235
61,2.090806
62,2.101496
62,3.842478
62,2.571488
62,1.55923
62,1.512186
62,1.218814
62,1.398004
62,1.202138
62,2.036492
62,1.380898
63,3.633354
63,1.726444
63,1.64476
63,2.590304
63,2.136564
63,1.439058
63,2.180612
63,1.69608
63,4.801708
63,2.645472
64,2.042906
64,2.377334
64,6.826652
64,4.105484
64,1.546828
64,1.36037
64,1.450606
64,3.446898
64,3.644046
64,3.785602
65,1.66999
65,2.608694
65,2.260584
65,2.75495
65,1.919744
65,2.873412
65,1.494654
65,1.253456
65,1.389024
65,3.268138
66,2.400426
66,3.115036
66,3.131714
66,4.462578
66,2.221666
66,2.079686
66,2.80071
66,4.235066
66,3.12017
66,2.391018
67,2.492372
67,2.414966
67,2.69508
67,3.714608
67,4.915036
67,2.063862
67,3.109478
67,1.824374
67,3.287382
67,1.781612
68,3.456734
68,2.61468
68,2.658302
68,2.315322
68,3.149252
68,2.538986
68,5.704486
68,3.090662
68,1.74355
68,4.99843
69,3.046184
69,3.984458
69,3.768066
69,3.079542
69,7.75851
69,1.832072
69,3.23307
69,2.413256
69,2.548822
69,2.885816
70,3.6975
70,2.767782
70,3.602136
70,2.584318
70,4.202988
70,3.481964
70,3.123162
70,3.1129
70,4.05203
70,2.694224
71,4.742688
71,5.565926
71,3.168494
71,3.822806
71,6.345968
71,1.574198
71,3.084674
71,2.365784
71,4.461294
71,1.791874
72,2.534282
72,5.190018
72,5.171628
72,2.914468
72,4.362504
72,5.958084
72,2.68225
72,2.55481
72,3.380184
72,2.325158
73,3.869846
73,2.968778
73,5.033498
73,6.012826
73,4.242764
73,3.284816
73,7.47284
73,2.790446
73,3.77448
73,3.505058
74,8.745966
74,2.819956
74,2.929434
74,6.474266
74,3.533284
74,4.231644
74,3.9588
74,2.299072
74,6.05046
74,4.133712
75,3.440482
75,5.438058
75,3.173198
75,12.499492
75,3.492228
75,6.01411
75,4.361222
75,3.587168
75,4.176476
75,8.378612
76,3.873698
76,10.28039
76,4.13927
76,9.201418
76,2.329436
76,4.45659
76,4.87826
76,2.136134
76,5.849888
76,3.370774
77,1.77947
77,2.139556
77,2.37434
77,2.770776
77,3.310904
77,2.893082
77,4.451032
77,2.253314
77,2.112616
77,3.655594
78,2.346116
78,1.912898
78,3.310902
78,2.3923
78,5.592012
78,2.19729
78,5.219954
78,4.492942
78,4.324016
78,2.811402
79,4.145686
79,4.968066
79,5.279826
79,5.26999
79,9.924584
79,3.868992
79,6.838198
79,4.442476
79,4.725584
79,2.489806
80,2.875124
80,5.408978
80,4.368492
80,3.11461
80,4.87441
80,4.05545
80,5.261862
80,5.458156
80,14.359788
80,3.8784
81,3.181322
81,2.423948
81,2.883248
81,2.293084
81,3.37334
81,6.371628
81,7.080678
81,3.270276
81,11.248602
81,3.88054
82,3.356662
82,2.294368
82,5.588164
82,2.382464
82,9.030356
82,6.60855
82,5.244758
82,3.510618
82,6.233924
82,4.142692
83,2.822094
83,3.779612
83,7.06742
83,6.540978
83,2.89351
83,3.274554
83,3.089806
83,2.908906
83,3.532856
83,3.348538
84,6.323302
84,6.246324
84,3.022234
84,3.712472
84,5.673696
84,2.913612
84,3.297218
84,4.270988
84,4.110192
84,3.523448
85,3.162934
85,5.109616
85,11.559078
85,3.328866
85,5.048464
85,3.051316
85,3.613682
85,6.269418
85,12.354518
85,3.407552
86,5.463288
86,3.961364
86,4.116178
86,4.092228
86,6.359226
86,7.551956
86,3.943404
86,4.697788
86,8.64162
86,3.697076
87,4.732426
87,3.760796
87,3.836064
87,2.961936
87,6.913892
87,4.170918
87,6.43706
87,7.61824
87,3.422092
87,8.505626
88,3.228794
88,2.901636
88,8.2037
88,3.664574
88,5.834066
88,8.468846
88,4.890232
88,4.194866
88,5.449176
88,6.919026
89,3.639342
89,7.717456
89,6.405412
89,7.223088
89,10.33171
89,9.787734
89,4.459156
89,4.88339
89,3.968208
89,6.017532
90,5.55438
90,6.221092
90,4.371488
90,7.044756
90,11.73014
90,12.481958
90,5.908478
90,6.188592
90,8.520592
90,5.837914
91,5.341836
91,7.093936
91,6.399854
91,6.329716
91,5.441478
91,6.622662
91,7.079396
91,3.618814
91,3.236064
91,8.424372
92,6.421236
92,4.218386
92,5.23107
92,9.463996
92,3.260442
92,4.409548
92,7.6516
92,6.239484
92,6.040622
92,5.01425
93,4.412542
93,9.654306
93,6.333994
93,6.352812
93,6.707766
93,6.576902
93,3.63036
93,9.147534
93,14.929
93,14.807972
94,5.900778
94,8.964926
94,15.852306
94,6.071416
94,8.596714
94,10.89878
94,10.97362
94,6.055162
94,8.982888
94,4.99458
95,6.536272
95,7.882958
95,5.177614
95,4.561366
95,5.620666
95,4.873126
95,5.911046
95,9.014964
95,8.02708
95,4.984744
96,6.91304
96,8.057016
96,11.278538
96,6.724442
96,8.728006
96,7.369344
96,4.57334
96,5.456018
96,5.030076
96,7.37576
97,6.350244
97,8.981178
97,12.28438
97,10.277826
97,6.451172
97,7.44333
97,4.3779
97,4.821808
97,5.143404
97,8.95509
98,12.733846
98,8.9166
98,19.271832
98,4.8449
98,7.434778
98,6.648748
98,5.047182
98,8.878112
98,13.007116
98,10.199136
99,11.119878
99,5.988022
99,11.548818
99,17.026644
99,9.200136
99,7.058868
99,10.451882
99,8.115604
99,7.542548
99,7.443758
100,6.923304
100,6.52473
100,8.030502
100,5.012114
100,5.106624
100,7.375332
100,7.418954
100,5.272556
100,6.794578
100,9.93741
101,8.29308
101,8.361504
101,6.731712
101,7.02594
101,7.978754
101,4.353954
101,12.70391
101,8.699352
101,6.57391
101,7.306052
102,7.94112
102,7.712752
102,6.523016
102,8.342262
102,9.5367
102,7.179894
102,6.445186
102,6.597858
102,6.345114
102,12.07312
103,15.112892
103,7.43264
103,5.087808
103,11.5826
103,14.452592
103,10.471552
103,9.603842
103,5.340124
103,5.98845
103,4.700354
104,8.222516
104,10.223086
104,5.39401
104,6.035492
104,5.531286
104,12.031638
104,12.006834
104,10.280394
104,7.021664
104,9.954092
105,26.874678
105,7.430502
105,7.932994
105,5.46885
105,8.44832
105,16.268842
105,7.402276
105,8.759224
105,8.585168
105,8.438908
106,17.346104
106,18.75095
106,7.977042
106,10.406976
106,8.020238
106,10.268844
106,6.942546
106,8.994006
106,10.51988
106,12.05473
107,13.727288
107,14.387586
107,7.435632
107,5.774622
107,14.174188
107,17.692076
107,10.135844
107,7.551528
107,8.88923
107,6.692368
108,10.969772
108,8.384598
108,14.267846
108,8.967064
108,6.984886
108,10.937698
108,7.82651
108,13.453162
108,9.397712
108,6.738556
109,8.99358
109,9.022232
109,9.564924
109,8.473552
109,11.201562
109,13.40227
109,6.750102
109,6.80869
109,12.424654
109,6.419098
110,9.431068
110,9.534562
110,7.451884
110,10.826506
110,7.028932
110,12.39429
110,8.600566
110,8.983314
110,5.702776
110,8.9166
111,5.139984
111,11.544966
111,7.83763
111,10.25345
111,9.11332
111,9.104768
111,10.174762
111,8.10919
111,10.48695
111,10.9625
112,13.947958
112,16.305192
112,7.38859
112,11.36193
112,7.169634
112,9.268562
112,10.882958
112,10.30263
112,8.601846
112,8.969202
113,8.9166
113,11.367918
113,13.465562
113,38.089066
113,14.176326
113,11.547106
113,13.66485
113,10.319308
113,8.288804
113,11.59543
114,7.885098
114,7.891084
114,6.955804
114,4.707196
114,8.946538
114,11.335842
114,10.065708
114,10.721732
114,14.621942
114,7.912896
115,8.614248
115,5.790872
115,11.65573
115,9.827078
115,12.559364
115,6.928006
115,13.570338
115,11.518452
115,9.82879
115,8.855018
116,5.993154
116,10.415958
116,9.355804
116,12.521728
116,6.689802
116,20.026214
116,9.868132
116,11.751098
116,15.111608
116,8.65402
117,11.87811
117,6.729146
117,8.308048
117,7.554092
117,8.835348
117,10.983028
117,17.460714
117,8.90762
117,12.081674
117,9.455448
118,8.71988
118,14.63178
118,6.488806
118,10.024654
118,14.086092
118,13.452736
118,7.58916
118,14.606118
118,7.535278
118,7.317602
119,6.975476
119,12.343826
119,10.813248
119,6.274978
119,9.89978
119,9.49693
119,15.051306
119,8.582604
119,13.936414
119,9.78303
120,8.831926
120,17.309754
120,8.266992
120,15.970338
120,17.657436
120,8.60869
120,17.853728
120,8.470128
120,8.704912
120,14.702768
121,14.813104
121,9.038482
121,13.803412
121,5.912754
121,7.00755
121,7.624656
121,7.753378
121,9.138126
121,7.321022
121,12.626506
122,8.018954
122,7.293654
122,18.132988
122,7.688376
122,7.321448
122,12.486234
122,7.32658
122,14.504336
122,11.351666
122,16.199134
123,20.695068
123,8.370914
123,11.76307
123,13.746534
123,15.32971
123,18.65002
123,6.952382
123,11.319592
123,12.292508
123,8.55737
124,9.517456
124,9.066706
124,22.454014
124,11.23577
124,20.787866
124,18.172332
124,10.923158
124,8.984172
124,10.409972
124,13.971908
125,7.054164
125,7.484816
125,10.000278
125,12.314318
125,17.859288
125,7.486524
125,7.88296
125,18.266844
125,7.247036
125,9.002558
126,22.699912
126,12.249312
126,16.11788
126,13.92786
126,21.818518
126,8.671556
126,9.590586
126,7.955234
126,34.12813
126,7.040052
127,21.070976
127,16.935556
127,16.423652
127,13.079818
127,19.70462
127,16.132846
127,19.497206
127,13.463424
127,14.62109
127,11.049744
128,8.602274
128,8.222944
128,15.502912
128,9.464854
128,20.331988
128,8.763072
128,8.84946
128,15.129996
128,11.389728
128,9.081676
129,27.193708
129,11.997424
129,7.907334
129,16.45145
129,11.847746
129,10.075544
129,13.04689
129,12.039762
129,11.503056
129,10.14953
130,17.416666
130,13.437338
130,14.132704
130,15.29293
130,12.114602
130,30.896342
130,16.030636
130,60.487056
130,35.659562
130,22.26456
131,13.350524
131,12.751382
131,18.9002
131,27.990858
131,13.733276
131,11.497498
131,10.428788
131,15.082954
131,16.229498
131,15.16763
132,17.444464
132,16.497208
132,15.042754
132,27.02564
132,20.875536
132,15.183454
132,36.27068
132,8.950386
132,9.798426
132,18.31089
133,12.170626
133,16.199132
133,12.995572
133,15.58545
133,9.422088
133,28.122574
133,9.926294
133,18.362212
133,17.890506
133,21.502908
134,17.549238
134,16.087944
134,15.493502
134,20.189578
134,18.121014
134,12.056016
134,16.756368
134,10.285096
134,12.270696
134,14.781456
135,10.078968
135,18.587158
135,12.75352
135,8.688234
135,12.654302
135,12.250596
135,20.407254
135,13.330426
135,33.081658
135,18.112034
136,14.915314
136,19.092216
136,48.588846
136,10.63278
136,13.691366
136,17.684806
136,9.82109
136,16.351376
136,10.915032
136,24.020938
137,14.17547
137,18.541824
137,23.638614
137,10.031924
137,11.361502
137,14.687374
137,12.937412
137,22.744816
137,11.19087
137,21.936976
138,13.233776
138,17.764778
138,14.92686
138,35.360204
138,16.411678
138,24.703902
138,9.792438
138,12.836484
138,16.387728
138,12.521728
139,15.452876
139,11.232778
139,11.813964
139,9.128716
139,24.094922
139,16.576752
139,10.486522
139,12.684668
139,10.898352
139,41.96533
140,19.46171
140,14.198136
140,10.616958
140,14.766916
140,21.007684
140,25.130702
140,31.882086
140,15.787728
140,14.561216
140,13.689656
141,24.933554
141,11.789158
141,13.068272
141,11.80712
141,12.266848
141,22.29706
141,20.09806
141,12.08424
141,24.188152
141,15.450738
142,13.628502
142,22.702906
142,25.557502
142,17.467558
142,19.08409
142,18.487086
142,14.640332
142,23.085654
142,18.075256
142,41.93283
143,19.486086
143,26.277672
143,23.000128
143,37.35393
143,21.059856
143,19.657576
143,20.597134
143,19.636622
143,23.506896
143,28.138824
144,16.299632
144,20.291362
144,21.256148
144,14.431208
144,25.754224
144,26.399554
144,19.993286
144,13.377038
144,15.435342
144,42.442592
145,16.650736
145,15.830494
145,25.642176
145,20.049736
145,12.798852
145,10.930856
145,39.203964
145,18.303194
145,23.751516
145,30.32628
146,13.631922
146,11.14853
146,10.963784
146,9.772766
146,15.416952
146,13.791438
146,15.987872
146,27.252724
146,15.37718
146,49.709302
147,28.624214
147,29.710456
147,41.798118
147,12.648316
147,19.84318
147,20.494498
147,15.188156
147,14.741258
147,18.35323
147,15.168912
148,20.915738
148,14.83406
148,30.650014
148,20.927712
148,23.03092
148,14.592862
148,20.950802
148,18.746672
148,16.235484
148,30.25871
149,23.317872
149,22.33384
149,27.850586
149,16.77604
149,19.090936
149,20.912744
149,24.856148
149,15.002984
149,20.171192
149,31.9766
150,12.06756
150,29.444454
150,13.63919
150,38.701468
150,13.18374
150,24.610246
150,12.635914
150,17.829782
150,15.074828
150,16.22522
151,21.251446
151,12.445608
151,55.284208
151,11.806694
151,23.00996
151,14.986734
151,24.492214
151,26.679668
151,18.563208
151,15.159932
152,22.5652
152,27.752226
152,15.7022
152,15.865992
152,30.582016
152,26.838752
152,22.46513
152,20.26057
152,28.029774
152,23.497062
153,13.47497
153,23.592002
153,31.945382
153,22.65843
153,13.123868
153,21.592286
153,27.944242
153,16.613958
153,22.241466
153,21.40754
154,17.671548
154,17.803268
154,34.514302
154,17.146816
154,25.828632
154,27.87197
154,49.132824
154,23.649306
154,18.779602
154,25.247024
155,22.337688
155,21.089362
155,50.575728
155,21.753084
155,25.800836
155,28.01224
155,22.911602
155,23.244746
155,24.071826
155,17.237908
156,18.440046
156,18.223652
156,14.333704
156,46.93254
156,24.91046
156,30.33312
156,15.380602
156,20.916166
156,46.94494
156,30.104326
157,26.080524
157,25.131128
157,35.099762
157,31.30133
157,34.653718
157,29.933264
157,17.23748
157,20.496634
157,26.064272
157,19.706756
158,16.822652
158,55.699032
158,18.27283
158,25.524144
158,20.123292
158,39.786002
158,31.597268
158,16.252164
158,26.98544
158,16.223936
159,14.543682
159,14.59671
159,57.678646
159,15.338264
159,19.569478
159,15.163782
159,32.38116
159,16.537836
159,16.6007
159,40.348366
160,21.290362
160,37.050296
160,14.967488
160,22.816662
160,49.191838
160,49.984284
160,29.27724
160,19.924864
160,17.692504
160,22.209822
161,27.670118
161,18.845032
161,17.476538
161,49.651568
161,31.885936
161,100.103706
161,24.444744
161,31.04431
161,26.9585
161,26.131414
162,25.791856
162,70.58484
162,41.907168
162,13.236768
162,15.44646
162,19.94325
162,18.15266
162,21.13384
162,22.657148
162,21.063706
163,15.184736
163,43.838032
163,29.047164
163,20.398702
163,25.334694
163,17.114314
163,18.63805
163,16.441612
163,18.057294
163,23.884946
164,21.477674
164,37.931262
164,18.941684
164,22.637476
164,19.663564
164,48.710728
164,18.712462
164,47.436316
164,23.279386
164,28.214518
165,22.67639
165,27.585012
165,19.517306
165,20.595424
165,15.483666
165,22.239756
165,17.670266
165,24.95066
165,17.666418
165,50.05784
166,23.373038
166,14.741686
166,18.49008
166,30.684226
166,31.882516
166,19.318448
166,13.69265
166,34.395414
166,33.067544
166,27.0111
167,19.692218
167,18.807826
167,36.838176
167,16.22907
167,15.589296
167,18.590578
167,33.955784
167,17.793004
167,21.473398
167,27.420368
168,37.53269
168,23.252014
168,17.344394
168,48.587136
168,31.44032
168,32.432478
168,16.007544
168,37.754214
168,20.060428
168,39.897618
169,17.808398
169,24.369048
169,18.462282
169,24.688078
169,50.121988
169,23.977744
169,40.411234
169,23.968334
169,26.178456
169,27.731698
170,20.772474
170,16.89236
170,22.84275
170,35.892206
170,16.042184
170,67.317984
170,31.448444
170,21.168054
170,28.093066
170,22.429206
171,21.789862
171,20.433342
171,16.670408
171,20.51588
171,29.853722
171,20.293928
171,33.72143
171,40.347086
171,30.374176
171,23.56805
172,28.76919
172,50.288346
172,26.107466
172,56.47993
172,18.060288
172,17.55779
172,30.119724
172,34.212378
172,22.662706
172,23.26228
173,29.842602
173,20.931558
173,21.97632
173,33.007246
173,29.290072
173,21.425074
173,30.790712
173,32.296058
173,21.297632
173,22.17518
174,35.255856
174,30.146236
174,32.479946
174,29.245598
174,31.430056
174,33.508886
174,22.652442
174,28.922288
174,17.809254
174,33.32542
175,54.662826
175,19.449736
175,23.892212
175,39.227914
175,29.544526
175,26.864414
175,34.23932
175,25.960352
175,24.127852
175,25.786724
176,21.800128
176,48.115004
176,29.617226
176,63.99981
176,26.104046
176,27.76976
176,33.709454
176,26.425642
176,57.925832
176,24.909604
177,24.665412
177,38.135682
177,30.744528
177,28.535688
177,40.119574
177,36.340814
177,25.418944
177,29.179736
177,28.005826
177,36.31088
178,82.67763
178,16.826074
178,28.228204
178,20.175466
178,43.078516
178,32.674532
178,29.646736
178,42.182152
178,37.026772
178,75.930098
179,21.137262
179,41.505174
179,22.782022
179,25.569046
179,34.61651
179,28.715732
179,32.606534
179,21.627782
179,27.136832
179,41.766898
180,25.060992
180,22.749518
180,33.911308
180,25.851728
180,24.498628
180,125.975534
180,26.725856
180,26.2379
180,50.005668
180,35.492776
181,46.85214
181,119.686444
181,21.7997
181,28.019512
181,40.123848
181,23.047168
181,53.036884
181,22.900054
181,59.136522
181,45.057272
182,28.953936
182,39.70603
182,30.558494
182,35.775884
182,28.44075
182,23.364916
182,48.227906
182,35.036468
182,47.786994
182,40.562196
183,41.572316
183,31.553648
183,32.84987
183,29.982872
183,33.839892
183,28.392852
183,24.211244
183,30.789002
183,42.241596
183,56.230608
184,63.185558
184,35.822498
184,47.82591
184,30.857854
184,42.74751
184,29.329844
184,56.224194
184,31.00796
184,94.24441
184,29.60226
185,24.602122
185,30.344242
185,26.359782
185,42.114582
185,50.868674
185,45.612368
185,32.894348
185,65.40038
185,43.667822
185,28.2915
186,37.483936
186,49.62933
186,26.521864
186,54.723126
186,33.800546
186,101.155734
186,28.048164
186,28.332552
186,23.73056
186,31.338536
187,22.534412
187,33.475956
187,24.540966
187,38.181014
187,25.652014
187,54.04401
187,48.445154
187,35.038178
187,41.976448
187,130.840534
188,25.719154
188,39.122282
188,22.167482
188,44.243446
188,31.506604
188,31.86883
188,25.704614
188,148.25378
188,37.567756
188,29.621076
189,28.494206
189,22.880812
189,29.65871
189,49.238884
189,53.038166
189,23.390148
189,63.696604
189,54.239022
189,24.944244
189,107.374264
190,28.171754
190,40.101612
190,43.359058
190,75.58284
190,45.339954
190,25.527138
190,33.414374
190,49.483072
190,21.897632
190,50.441874
191,27.171896
191,32.415372
191,20.742536
191,42.252714
191,29.95935
191,29.17161
191,21.85615
191,39.225774
191,37.099476
191,23.328136
192,41.656564
192,40.97531
192,30.932692
192,62.486342
192,65.927252
192,67.888048
192,24.103046
192,29.889216
192,31.635758
192,30.896772
193,43.240168
193,32.869112
193,61.14992
193,37.835896
193,38.662552
193,23.00526
193,45.886924
193,68.206222
193,23.517588
193,23.705328
194,48.96775
194,42.221496
194,32.00739
194,46.226484
194,35.726276
194,29.82293
194,67.832024
194,38.347372
194,44.28108
194,32.008674
195,25.236334
195,45.064114
195,35.624064
195,53.121556
195,41.257134
195,54.022628
195,39.83561
195,28.631056
195,36.729126
195,28.226066
196,40.601968
196,34.04431
196,43.12684
196,35.603112
196,24.895064
196,42.16034
196,94.704992
196,46.737956
196,33.227062
196,33.355786
197,27.355362
197,32.587716
197,50.564612
197,61.570734
197,29.491072
197,47.579152
197,50.98799
197,40.646018
197,56.098036
197,59.609938
198,62.741652
198,32.870826
198,125.65137
198,78.42033
198,33.991282
198,26.492356
198,42.555922
198,28.980876
198,141.583648
198,57.720984
199,66.46909
199,39.294198
199,33.92713
199,38.797264
199,33.893346
199,23.332414
199,47.216074
199,70.85469
199,46.666968
199,40.363764
200,42.223634
200,37.57075
200,42.422492
200,30.541818
200,28.322716
200,56.710436
200,28.785868
200,38.23447
200,31.95051
200,70.953906
201,36.530268
201,68.470514
201,44.000112
201,58.297036
201,61.483064
201,53.258408
201,38.144664
201,53.048858
201,62.622336
201,28.733264
202,87.399368
202,121.64382
202,41.74466
202,63.560182
202,36.271108
202,39.386146
202,34.651578
202,28.852582
202,32.169472
202,35.051436
203,41.647582
203,38.955496
203,33.441316
203,31.707604
203,44.389278
203,71.50173
203,30.62863
203,43.816646
203,35.989282
203,57.132104
204,41.890918
204,35.157068
204,34.070824
204,33.094916
204,62.928538
204,50.00695
204,68.631314
204,59.349068
