N,Tempo
204,36.041458
204,45.8309
205,53.011224
205,31.79741
205,51.565324
205,40.279514
205,49.68792
205,34.78971
205,68.319552
205,39.188996
205,34.368472
205,60.037162
206,66.450274
206,64.393256
206,44.385428
206,51.33225
206,53.620634
206,36.997264
206,39.50931
206,71.422186
206,41.411946
206,35.237894
207,39.617934
207,219.607114
207,28.074248
207,80.43287
207,26.543244
207,39.753502
207,76.637864
207,39.813372
207,32.803256
207,55.099462
208,44.314438
208,61.288052
208,32.560776
208,39.451146
208,47.57787
208,71.83017
208,35.131834
208,56.156624
208,43.71957
208,37.992418
209,45.687638
209,42.78258
209,26.519296
209,35.344808
209,48.663258
209,33.460134
209,39.717148
209,38.553928
209,63.977574
209,35.695914
210,48.01579
210,78.815054
210,40.047726
210,70.235018
210,65.615066
210,92.724952
210,84.68376
210,77.536366
210,43.79056
210,46.858556
211,39.525134
211,43.225202
211,69.32796
211,34.744806
211,50.042444
211,45.736818
211,35.576168
211,63.795822
211,40.377022
211,66.021762
212,35.808384
212,44.482504
212,80.464946
212,32.693774
212,31.276528
212,45.88949
212,66.869374
212,43.388138
212,30.233478
212,53.573164
213,34.206816
213,33.896768
213,48.67951
213,32.67325
213,43.131972
213,45.0778
213,61.063536
213,34.71701
213,48.214222
213,56.846858
214,53.519278
214,47.857984
214,53.698036
214,93.632006
214,46.858556
214,224.661994
214,67.62932
214,93.104708
214,73.893176
214,77.630448
215,45.056846
215,39.88137
215,35.594984
215,56.41279
215,91.015614
215,41.231044
215,56.593688
215,31.13198
215,131.956286
215,38.173314
216,61.161466
216,39.639316
216,33.323712
216,577.84107
216,97.435996
216,107.24169
216,42.863834
216,42.680796
216,33.820218
216,50.548788
217,43.265828
217,49.893622
217,51.466106
217,203.724016
217,45.396832
217,100.001924
217,61.625472
217,66.232598
217,71.283626
217,88.846552
218,86.206212
218,78.581982
218,128.828846
218,51.841588
218,69.843712
218,82.465088
218,91.731934
218,82.816192
218,83.520538
218,71.872508
219,112.57711
219,137.305392
219,53.841302
219,62.837874
219,65.364884
219,125.306684
219,74.672362
219,56.449994
219,80.448268
219,59.872516
220,51.52555
220,75.198378
220,92.641562
220,47.416644
220,58.184134
220,56.582994
220,73.515984
220,211.584738
220,126.035404
220,153.383068
221,49.302602
221,125.592782
221,127.641248
221,73.521972
221,178.03651
221,125.425998
221,78.890322
221,66.648706
221,57.58157
221,44.228906
222,165.201736
222,47.844298
222,81.366442
222,147.503674
222,160.402594
222,69.842002
222,91.258524
222,62.722408
222,59.875936
222,59.989694
223,137.993914
223,178.440644
223,56.38371
223,89.9901
223,115.118236
223,48.606808
223,61.404804
223,61.50958
223,100.716964
223,160.446214
224,125.96527
224,98.143336
224,61.803804
224,59.387128
224,58.183278
224,70.607934
224,59.008652
224,57.21678
224,240.01608
224,70.309002
225,61.157192
225,76.929954
225,81.562736
225,51.29077
225,47.429902
225,89.25154
225,72.961744
225,59.978148
225,48.464828
225,64.58912
226,61.067384
226,78.299732
226,35.331122
226,46.552782
226,46.41123
226,90.422032
226,48.026908
226,63.391258
226,70.250842
226,84.24627
227,101.204918
227,49.562616
227,67.276076
227,57.941228
227,101.334494
227,71.809214
227,42.259128
227,33.866832
227,147.27445
227,54.846718
228,76.492462
228,109.02159
228,71.362744
228,41.886644
228,218.932702
228,66.63844
228,63.87964
228,117.705118
228,77.628312
228,103.911972
229,65.655264
229,63.898032
229,43.690062
229,85.015618
229,58.293188
229,39.82278
229,40.726842
229,52.47965
229,112.857224
229,100.227728
230,92.54448
230,39.8865
230,59.130964
230,37.938962
230,82.038288
230,122.671044
230,132.95828
230,62.272086
230,88.339352
230,55.455268
231,59.95762
231,115.353872
231,66.235592
231,46.23204
231,90.35874
231,59.471376
231,93.705562
231,63.327966
231,50.487206
231,215.985306
232,55.876082
232,56.954202
232,68.9837
232,65.568878
232,57.475084
232,70.583984
232,105.454094
232,76.015198
232,87.527662
232,95.350324
233,56.628328
233,88.235434
233,80.712988
233,113.258366
233,135.88344
233,59.124976
233,63.4862
233,129.657212
233,127.58822
233,76.12425
234,87.999366
234,126.131628
234,122.06848
234,86.941776
234,72.95319
234,482.838858
234,65.579996
234,102.648254
234,78.611062
234,51.606378
235,49.747362
235,66.89418
235,61.265814
235,69.491754
235,64.826042
235,83.795522
235,64.019056
235,73.048988
235,56.165176
235,118.019446
236,66.032026
236,48.30403
236,50.108304
236,84.5127
236,97.982968
236,160.251632
236,103.542476
236,90.558026
236,68.745924
236,50.172022
237,124.598058
237,151.441944
237,72.57942
237,59.29176
237,54.743652
237,67.718698
237,99.017038
237,63.041438
237,50.675802
237,52.475802
238,52.932962
238,76.754612
238,48.684212
238,59.927256
238,46.86326
238,47.39569
238,100.320954
238,102.047824
238,55.241872
238,64.405658
239,67.330814
239,65.546638
239,55.627614
239,111.728644
239,42.244588
239,59.092902
239,69.558042
239,98.183964
239,100.3727
239,77.934514
240,88.413336
240,44.639028
240,65.910574
240,62.890476
240,236.155214
240,67.611356
240,51.86297
240,84.596946
240,61.012216
240,75.407502
241,70.46253
241,66.85398
241,65.355904
241,69.60166
241,55.974016
241,62.699314
241,244.17331
241,71.59154
241,105.36386
241,55.67038
242,63.35662
242,198.734568
242,43.392412
242,86.294308
242,45.299328
242,63.964746
242,84.877486
242,63.020482
242,1325.644528
242,170.96823
243,86.77927
243,71.770726
243,74.343496
243,76.977422
243,141.832116
243,59.810932
243,70.17429
243,50.991838
243,73.533518
243,78.687614
244,47.512012
244,248.550358
244,42.584574
244,190.252466
244,86.7442
244,48.089774
244,106.320522
244,77.6668
244,61.41079
244,57.865534
245,292.218608
245,90.513548
245,53.4624
245,86.543632
245,99.436564
245,43.01394
245,59.3063
245,67.461676
245,74.369582
245,108.114106
246,76.597664
246,82.338928
246,85.21106
246,51.572164
246,59.429894
246,92.348616
246,49.529688
246,82.141778
246,55.877794
246,142.089992
247,153.903096
247,77.674926
247,78.57514
247,65.894324
247,83.695876
247,98.925516
247,89.568004
247,64.40694
247,176.580772
247,84.680768
248,59.491904
248,78.53323
248,80.29303
248,86.8772
248,268.559466
248,73.174288
248,77.027884
248,47.482502
248,61.480498
248,129.269758
249,71.304584
249,63.15177
249,96.10984
249,82.957318
249,62.184418
249,61.666528
249,94.497154
249,90.50756
249,91.156742
249,68.020194
250,77.343922
250,61.320554
250,84.896732
250,73.918408
250,89.133936
250,70.086622
250,76.940642
250,83.357602
250,349.691556
250,142.923918
251,84.414764
251,101.28489
251,78.30358
251,78.211204
251,93.455386
251,78.46951
251,97.88375
251,58.157194
251,57.611508
251,64.75505
252,73.899162
252,72.124396
252,100.758444
252,62.413214
252,96.833432
252,123.588366
252,79.814056
252,82.156318
252,66.85954
252,166.642506
253,164.62312
253,62.14935
253,119.76513
253,65.689904
253,127.683158
253,112.788372
253,68.70829
253,82.089178
253,85.882904
253,202.229792
254,55.22391
254,93.211622
254,79.60023
254,119.476892
254,111.465638
254,78.559316
254,67.72896
254,71.287904
254,52.450568
254,125.161708
255,91.954746
255,94.400076
255,73.499734
255,59.431604
255,97.932932
255,108.479752
255,80.529092
255,68.753622
255,79.92268
255,79.74777
256,90.275774
256,99.363864
256,96.191094
256,344.552854
256,100.607912
256,57.677364
256,106.106268
256,127.928634
256,72.841574
256,182.585902
257,159.496396
257,86.204072
257,94.719106
257,65.39867
257,80.022324
257,55.86026
257,87.445552
257,87.151328
257,57.516566
257,73.842712
258,129.453648
258,80.766444
258,100.991092
258,113.695856
258,126.925356
258,74.494886
258,108.936058
258,66.977144
258,169.781918
258,85.368008
259,87.945484
259,63.16674
259,155.56411
259,75.582412
259,161.98064
259,78.72482
259,71.743356
259,56.029612
259,83.511558
259,144.49341
260,160.25035
260,159.766672
260,94.456098
260,70.852122
260,237.665688
260,59.821198
260,78.200086
260,61.519844
260,52.169598
260,108.98353
261,77.886186
261,224.904474
261,71.099736
261,79.949624
261,101.817744
261,145.296974
261,366.59418
261,150.986064
261,83.32553
261,134.591064
262,53.451708
262,126.331342
262,89.903286
262,74.728384
262,59.362324
262,85.492028
262,102.691016
262,99.323666
262,65.772442
262,93.23001
263,149.476016
263,105.496006
263,74.367016
263,110.391796
263,72.02689
263,87.927094
263,123.234268
263,76.827744
263,144.840664
263,98.313116
264,82.69602
264,178.82382
264,61.313286
264,116.906688
264,78.820614
264,63.298884
264,56.07494
264,62.708294
264,72.123968
264,172.96324
265,94.336354
265,65.292182
265,218.364776
265,157.120342
265,123.088438
265,112.342756
265,141.998046
265,147.324912
265,111.456228
265,80.48248
266,83.691174
266,80.998232
266,73.545922
266,88.62075
266,66.762888
266,86.493168
266,113.15017
266,63.702166
266,75.411778
266,64.347494
267,114.474616
267,83.29987
267,123.806042
267,306.820452
267,57.252704
267,73.331236
267,63.694038
267,68.482916
267,81.9395
267,83.467082
268,105.547324
268,130.822144
268,79.447128
268,68.303728
268,60.44258
268,99.2933
268,95.700574
268,99.990378
268,124.247382
268,106.471486
269,96.85695
269,157.88328
269,96.965148
269,90.898438
269,94.922242
269,67.302162
269,76.577992
269,82.856818
269,77.663378
269,77.969154
270,120.238118
270,67.57201
270,89.891738
270,103.003206
270,87.354038
270,148.181078
270,88.98853
270,84.720966
270,85.627166
270,91.98468
271,100.707128
271,95.934498
271,71.320832
271,66.409218
271,185.70949
271,126.400624
271,171.966806
271,117.610606
271,97.096866
271,84.59438
272,85.425742
272,104.970844
272,132.46648
272,68.612494
272,83.761738
272,123.045672
272,95.63215
272,143.771956
272,76.897022
272,72.224894
273,62.567598
273,87.90571
273,104.540198
273,71.37044
273,143.345586
273,119.65052
273,99.99166
273,75.08505
273,70.337656
273,98.032574
274,262.660826
274,121.66734
274,62.132244
274,80.279772
274,176.218978
274,74.047988
274,92.368714
274,95.556452
274,91.84869
274,68.263956
275,72.649558
275,116.591504
275,86.511984
275,142.568538
275,102.0799
275,167.659468
275,74.623182
275,118.898704
275,73.890184
275,70.768304
276,201.357802
276,79.83886
276,73.096882
276,65.092898
276,91.198224
276,94.47919
276,74.533376
276,481.185544
276,144.86761
276,93.929226
277,245.149218
277,106.779398
277,82.462522
277,212.728288
277,190.297368
277,75.509284
277,84.8715
277,148.684
277,87.590102
277,120.871046
278,93.252678
278,86.634294
278,71.794676
278,127.169974
278,270.432592
278,71.772864
278,106.148178
278,148.216572
278,69.546496
278,65.649702
279,88.776844
279,63.722262
279,154.458194
279,141.05122
279,91.00407
279,70.08833
279,90.534504
279,83.448692
279,140.809166
279,95.591946
280,176.893814
280,75.856112
280,204.506198
280,107.592798
280,94.831152
280,114.519092
280,97.21319
280,104.779682
280,92.263084
280,181.912344
281,115.119946
281,84.852686
281,556.814998
281,105.963858
281,98.734784
281,374.104652
281,95.45296
281,98.022738
281,234.419362
281,251.8835
282,84.715406
282,82.792244
282,118.613886
282,71.560746
282,88.494592
282,401.72687
282,336.11309
282,64.67294
282,70.48947
282,143.601322
283,125.725356
283,143.446084
283,77.76217
283,70.40052
283,65.457686
283,110.34561
283,129.725638
283,131.03298
283,81.960028
283,110.431566
284,137.605178
284,125.279738
284,156.810296
284,169.635232
284,218.27882
284,84.02389
284,90.190242
284,88.923528
284,91.823884
284,143.552142
285,98.644548
285,77.559034
285,93.751324
285,180.38647
285,116.320802
285,138.617006
285,91.455674
285,127.542888
285,67.887192
285,95.597936
286,163.653198
286,117.930066
286,111.552024
286,267.914134
286,194.327162
286,97.72509
286,103.90684
286,104.854094
286,82.879912
286,97.988098
287,127.710958
287,574.457038
287,109.832424
287,119.611604
287,125.7446
287,163.066456
287,98.784818
287,114.880034
287,74.351622
287,88.249546
288,336.915798
288,436.698334
288,83.037716
288,142.26918
288,125.508964
288,177.151266
288,73.806788
288,102.836848
288,93.865934
288,81.25354
289,794.735144
289,356.888558
289,175.830666
289,103.039556
289,104.452098
289,178.904648
289,112.29443
289,140.329762
289,134.130052
289,136.099404
290,210.200848
290,85.976134
290,187.577486
290,97.272632
290,232.648444
290,141.477162
290,102.846256
290,149.136028
290,84.217618
290,108.502844
291,172.320476
291,97.24697
291,95.1087
291,352.942158
291,101.95203
291,107.916102
291,152.26903
291,584.1323
291,166.103232
291,77.416624
292,203.26215
292,97.317964
292,106.856802
292,207.56393
292,133.051508
292,236.807386
292,101.809194
292,110.646678
292,107.738196
292,96.066646
293,114.905694
293,137.1741
293,302.3459
293,118.345746
293,230.574318
293,87.156886
293,148.778082
293,155.480716
293,105.423302
293,170.517058
294,134.519648
294,170.824112
294,80.081768
294,225.21666
294,103.199926
294,139.85293
294,119.881454
294,81.806498
294,91.217042
294,106.269204
295,118.147742
295,135.56783
295,112.43684
295,90.259522
295,139.636964
295,84.420324
295,100.52452
295,110.926364
295,87.467794
295,96.882182
296,307.74504
296,100.077192
296,128.739896
296,102.947182
296,1771.59004
296,128.62229
296,95.455528
296,187.397444
296,279.139218
296,118.523222
297,85.61904
297,117.498134
297,133.333336
297,97.37356
297,153.101674
297,181.897802
297,205.749818
297,133.3158
297,97.814042
297,130.109244
298,774.099946
298,119.216448
298,257.079932
298,166.680994
298,95.309696
298,153.70381
298,128.355432
298,270.884196
298,167.324612
298,103.910262
299,90.565294
299,397.540558
299,89.062516
299,103.906414
299,111.06578
299,279.002794
299,105.470774
299,171.272296
299,137.862196
299,102.00292
300,211.555232
300,109.222162
300,120.414312
300,145.036532
300,109.347462
300,192.735858
300,239.045732
300,98.504276
300,183.996306
300,185.609846
301,260.481924
301,143.949006
301,102.627724
301,107.70356
301,124.000626
301,129.330912
301,86.569716
301,104.458516
301,146.96654
301,146.107378
302,138.389922
302,149.216002
302,113.648812
302,126.937756
302,383.608422
302,87.399792
302,122.680454
302,354.17594
302,160.72804
302,204.415962
303,119.754012
303,137.127912
303,328.946878
303,95.786962
303,131.5761
303,109.716958
303,104.130502
303,91.188388
303,129.972824
303,199.801568
304,667.973578
304,931.615872
304,100.332074
304,106.50869
304,170.958824
304,165.122192
304,107.304128
304,133.701116
304,406.272412
304,104.029578
305,119.482024
305,119.730064
305,187.467578
305,145.296548
305,193.790882
305,158.273302
305,112.411182
305,139.615582
305,132.343742
305,92.61975
306,230.882658
306,115.775114
306,132.07774
306,179.361812
306,97.879046
306,186.72688
306,286.90842
306,189.12859
306,1068.315704
306,89.13821
307,144.033254
307,152.271594
307,268.744214
307,125.068906
307,135.337322
307,116.041544
307,126.68929
307,87.849688
307,117.374544
307,130.991066
308,79.231162
308,119.80918
308,114.730352
308,157.30552
308,237.724704
308,232.970468
308,166.085268
308,137.006886
308,101.500854
308,148.068176
309,162.097818
309,249.943228
309,90.230442
309,159.189338
309,175.82083
309,513.709968
309,155.491408
309,142.831972
309,322.219872
309,165.9373
310,120.936478
310,157.039946
310,192.435216
310,106.710118
310,157.382066
310,111.850098
310,108.16671
310,161.033812
310,119.277178
310,168.643928
311,126.791928
311,140.11936
311,139.345302
311,761.535024
311,110.850668
311,167.586766
311,150.924912
311,116.103552
311,128.329774
311,141.22912
312,150.21201
312,167.117202
312,137.696694
312,142.543304
312,189.222246
312,131.526064
312,92.423454
312,775.604008
312,188.930586
312,175.313632
313,128.487578
313,188.19331
313,188.188604
313,535.744022
313,157.639516
313,170.362244
313,180.59816
313,458.180714
313,146.263902
313,264.24657
314,163.315354
314,306.28802
314,154.329468
314,114.543896
314,138.86975
314,108.620022
314,156.699958
314,159.062326
314,110.135204
314,153.56696
315,143.219426
315,108.249244
315,114.768842
315,397.192018
315,105.646966
315,142.721638
315,134.916084
315,145.914078
315,172.795602
315,173.11805
316,139.225132
316,156.112788
316,235.74723
316,164.122336
316,160.302524
316,249.35221
316,212.777468
316,166.730174
316,123.046954
316,529.670472
317,119.094994
317,127.207606
317,163.925186
317,149.178798
317,172.590328
317,125.386226
317,390.20628
317,149.58806
317,358.691548
317,104.61632
318,111.907404
318,441.050578
318,135.99078
318,166.676288
318,189.985182
318,139.922636
318,128.377244
318,106.743472
318,170.764668
318,250.520134
319,179.13943
319,156.601598
319,132.948018
319,402.313184
319,179.818974
319,114.71838
319,101.566288
319,164.720198
319,91.165296
319,133.236684
320,247.569316
320,207.142262
320,154.433816
320,183.454894
320,195.034072
320,107.656944
320,103.67377
320,114.782526
320,136.11309
320,129.815018
321,158.143294
321,1224.245028
321,149.251498
321,117.28174
321,108.203916
321,174.083696
321,130.11737
321,118.827286
321,280.458532
321,122.05394
322,128.619722
322,197.05346
322,118.941896
322,309.202918
322,131.760846
322,148.0964
322,156.003738
322,92.378126
322,113.028716
322,223.414524
323,165.53787
323,114.112392
323,158.504662
323,147.090558
323,237.510022
323,135.51822
323,235.452578
323,133.166548
323,135.163694
323,196.434642
324,106.542046
324,159.046502
324,151.368816
324,120.470762
324,206.562788
324,148.103246
324,823.193426
324,101.535494
324,148.956416
324,272.607218
325,146.526482
325,120.885586
325,116.264352
325,149.94558
325,154.125904
325,98.276764
325,146.612012
325,143.614578
325,105.620024
325,151.8294
326,789.972352
326,380.170506
326,120.262066
326,220.727142
326,278.361742
326,148.823416
326,130.960704
326,188.84078
326,250.29305
326,179.817264
327,135.82827
327,166.985054
327,195.089242
327,180.410422
327,120.220584
327,121.774252
327,293.069212
327,108.00078
327,404.599
327,115.675042
328,142.403036
328,358.542294
328,501.303704
328,185.482834
328,503.225158
328,367.840794
328,116.872476
328,154.985492
328,156.402314
328,242.921566
329,99.18425
329,139.864904
329,1697.66693
329,115.528784
329,182.072714
329,150.032822
329,115.288014
329,542.078444
329,252.684922
329,132.46776
330,139.186216
330,232.489358
330,151.551852
330,149.016286
330,654.629896
330,140.809166
330,124.607466
330,153.141018
330,284.46352
330,492.321674
331,199.924732
331,143.42299
331,226.638184
331,146.88785
331,121.35729
331,177.259032
331,145.479582
331,106.862788
331,370.134734
331,130.893136
332,127.182376
332,154.230682
332,168.777356
332,530.475316
332,256.364892
332,132.67774
332,118.802908
332,1267.990258
332,126.653794
332,127.120796
333,170.079994
333,139.825132
333,112.106264
333,215.65644
333,152.376372
333,253.39098
333,185.570074
333,193.448328
333,164.344288
333,118.3543
334,273.362884
334,388.512338
334,1309.691726
334,165.975362
334,133.42913
334,142.449224
334,157.883708
334,129.417726
334,182.814696
334,150.052066
335,157.894824
335,158.207442
335,132.741458
335,133.340176
335,262.54835
335,145.931614
335,232.884084
335,183.94242
335,255.78542
335,128.74417
336,144.39505
336,134.997764
336,216.374898
336,470.835018
336,291.492022
336,149.531184
336,355.99775
336,408.210114
336,174.715342
336,126.985226
337,221.907898
337,183.298374
337,442.694482
337,116.90455
337,509.16571
337,240.268396
337,123.741468
337,378.161386
337,311.218452
337,167.889548
338,167.16125
338,510.600064
338,216.711036
338,852.982144
338,190.915758
338,202.938842
338,211.72501
338,194.825804
338,164.330176
338,219.984304
339,321.4719
339,186.463874
339,224.05344
339,299.852246
339,228.323144
339,335.528914
339,234.082372
339,340.979372
339,163.37394
339,180.527168
340,290.694022
340,191.049186
340,143.609022
340,170.732166
340,342.624988
340,317.941184
340,327.61174
340,244.385428
340,229.041178
340,149.431112
341,485.552326
341,237.320572
341,310.103556
341,916.985804
341,444.444016
341,252.34109
341,282.829022
341,218.76891
341,201.165786
341,237.086216
342,180.665304
342,197.453746
342,317.968126
342,141.649078
342,271.207932
342,125.379384
342,168.342432
342,182.728306
342,186.098656
342,167.341292
343,213.16535
343,320.995068
343,129.123928
343,190.173348
343,137.346872
343,191.344696
343,335.862054
343,234.205108
343,165.415562
343,217.560358
344,151.932038
344,154.991906
344,170.395602
344,167.803158
344,141.388212
344,204.489946
344,559.179928
344,222.320582
344,221.881808
344,155.831818
345,2083.714694
345,131.458922
345,174.359962
345,428.921434
345,202.633926
345,152.42042
345,224.51274
345,157.45477
345,188.477272
345,258.377864
346,238.23447
346,164.228822
346,143.04366
346,435.284508
346,129.164984
346,152.969954
346,144.41729
346,159.496822
346,204.548108
346,218.724862
347,187.979908
347,555.87758
347,154.884992
347,153.614432
347,167.721906
347,171.536158
347,151.109228
347,292.92766
347,162.71578
347,607.161934
348,329.756858
348,171.830812
348,232.929414
348,300.550606
348,753.791906
348,271.517554
348,443.202962
348,143.902818
348,280.581268
348,149.159978
349,146.123632
349,179.304078
349,241.320428
349,148.57281
349,138.238532
349,152.559834
349,174.72817
349,272.49731
349,199.858874
349,239.893342
350,391.895944
350,148.031828
350,161.269878
350,167.345142
350,169.298238
350,170.343854
350,153.375372
350,180.54513
350,230.166336
350,267.525822
351,193.487244
351,350.164968
351,467.541648
351,173.97165
351,144.653782
351,191.907918
351,170.833948
351,232.926846
351,262.580854
351,502.407054
352,148.984212
352,168.864598
352,146.695832
352,171.81627
352,136.411164
352,174.2291
352,291.797368
352,144.883004
352,322.333198
352,156.086276
353,182.05133
353,152.319922
353,1813.093504
353,177.60458
353,173.783482
353,144.906526
353,199.15581
353,168.2971
353,372.433376
353,207.430072
354,259.553484
354,155.490124
354,171.554118
354,248.844156
354,194.66244
354,269.178712
354,350.277012
354,148.583072
354,297.994514
354,140.537176
355,216.980458
355,333.654928
355,195.51946
355,467.997528
355,183.30436
355,195.478408
355,300.050676
355,381.04677
355,169.366238
355,140.23953
356,198.876552
356,237.301756
356,322.003904
356,191.527306
356,221.106472
356,193.48682
356,247.171598
356,165.048206
356,268.971298
356,192.73158
357,186.91676
357,143.22285
357,146.405028
357,186.699084
357,209.10092
357,695.269498
357,208.677542
357,207.163216
357,141.896262
357,154.846504
358,179.89296
358,217.473116
358,1178.157534
358,176.798448
358,219.016096
358,196.335428
358,160.268738
358,340.997334
358,671.351198
358,377.530594
359,157.218704
359,198.014828
359,150.520776
359,302.359584
359,182.953256
359,169.616414
359,197.525592
359,187.986752
359,195.547686
359,246.793122
360,520.297134
360,701.955878
360,234.064408
360,176.203582
360,228.141818
360,150.043514
360,138.46861
360,416.842752
360,232.438038
360,385.87927
361,233.750084
361,1551.222986
361,273.079778
361,183.036648
361,175.298662
361,139.887142
361,154.405592
361,307.74504
361,184.293098
361,533.906392
362,200.002138
362,190.624098
362,174.143142
362,191.76722
362,192.0623
362,164.558116
362,187.663872
362,141.956562
362,360.46546
362,177.983478
363,295.258806
363,181.866158
363,229.769472
363,159.628968
363,248.425484
363,162.927468
363,197.89594
363,168.059322
363,185.949404
363,214.37262
364,166.716916
364,579.287402
364,174.725604
364,263.927538
364,180.853472
364,204.747822
364,348.549716
364,226.548806
364,183.355678
364,234.093062
365,467.626324
365,187.701506
365,198.88767
365,197.277978
365,212.276254
365,156.507942
365,429.012524
365,853.501744
365,189.610556
365,217.424364
366,397.895512
366,262.40979
366,203.221096
366,271.121546
366,275.43316
366,227.20654
366,169.972224
366,275.73038
366,537.08857
366,269.905294
367,169.377784
367,216.45872
367,287.657242
367,230.553362
367,199.970918
367,166.489404
367,210.334278
367,541.472028
367,708.376686
367,325.908392
368,346.854064
368,194.348542
368,161.173656
368,423.654436
368,199.495368
368,289.03985
368,228.884228
368,208.288374
368,190.823382
368,243.23076
369,163.296532
369,207.213678
369,154.016426
369,156.20046
369,182.39816
369,223.538118
369,151.002742
369,174.055042
369,406.730428
369,230.193706
370,694.465932
370,190.014262
370,387.435076
370,418.01239
370,5448.267248
370,228.183728
370,1787.473994
370,275.461812
370,177.203866
370,210.341974
371,518.505692
371,578.648484
371,214.27939
371,146.144586
371,254.410084
371,176.598306
371,187.16266
371,446.146082
371,255.400104
371,207.072982
372,283.3251
372,276.051122
372,205.184886
372,238.104892
372,184.28711
372,192.08625
372,199.312332
372,210.173478
372,299.58881
372,193.587318
373,204.953952
373,281.260812
373,507.00263
373,201.07213
373,217.7682
373,303.480466
373,203.234354
373,163.945712
373,168.687978
373,163.039084
374,265.026182
374,189.074276
374,193.817396
374,147.602462
374,202.321308
374,312.019878
374,226.295204
374,222.128994
374,791.997296
374,325.229276
375,322.520512
375,195.021244
375,276.511706
375,190.492808
375,298.098432
375,208.20755
375,322.566698
375,523.874894
375,348.671596
375,353.145294
376,238.931976
376,341.073028
376,264.87736
376,391.614548
376,281.688894
376,236.007244
376,234.807246
376,238.67196
376,247.083076
376,203.9387
377,459.21008
377,179.925886
377,175.14086
377,270.112708
377,200.462296
377,265.910146
377,283.040712
377,160.08228
377,334.54659
377,644.33582
378,315.831992
378,169.61898
378,217.566346
378,181.687396
378,344.874878
378,174.506218
378,207.683244
378,311.23171
378,512.123372
378,199.342694
379,196.053174
379,244.910588
379,1073.02119
379,429.83533
379,159.612288
379,355.66974
379,272.474218
379,381.278132
379,266.879638
379,375.341856
380,598.44077
380,207.30477
380,330.596344
380,240.912444
380,149.403312
380,394.466148
380,386.50279
380,249.513436
380,224.294208
380,705.338628
381,211.437198
381,262.22205
381,433.010668
381,263.997244
381,178.354686
381,202.408124
381,218.667984
381,435.346518
381,174.5152
381,211.326862
382,393.252894
382,627.530274
382,283.322536
382,416.695212
382,352.577366
382,290.97841
382,199.869566
382,200.187742
382,199.804134
382,153.991194
383,931.075744
383,161.117204
383,263.502876
383,266.265954
383,184.516762
383,472.921546
383,197.53286
383,377.421114
383,317.985662
383,191.10307
384,255.10502
384,263.765886
384,226.822504
384,204.158514
384,280.503008
384,248.454134
384,202.801566
384,273.38897
384,244.329406
384,213.54682
385,230.047876
385,206.720166
385,360.693828
385,438.722854
385,226.458998
385,757.046358
385,190.896942
385,173.468302
385,264.851272
385,254.590126
386,365.61143
386,871.599664
386,245.09277
386,462.476934
386,232.442744
386,182.514482
386,223.364914
386,263.659398
386,1552.663754
386,298.321668
387,294.841844
387,625.862418
387,229.95636
387,282.564732
387,224.205258
387,453.78528
387,226.301622
387,1095.970852
387,379.061168
387,335.17567
388,320.23769
388,212.967346
388,444.520996
388,513.437554
388,237.255568
388,256.257122
388,242.433612
388,272.922398
388,793.38803
388,227.756502
389,254.38699
389,1188.782188
389,190.378198
389,220.621512
389,359.348426
389,239.874954
389,283.011202
389,500.297006
389,417.001414
389,735.30097
390,367.01328
390,233.67738
390,277.696738
390,804.603276
390,183.567368
390,205.265286
390,284.32795
390,508.93007
390,824.434478
390,374.876138
391,216.359504
391,224.761208
391,269.528104
391,252.34451
391,339.734468
391,459.765174
391,278.463522
391,468.296034
391,565.213282
391,2385.569646
392,319.78951
392,253.980718
392,182.551258
392,772.203726
392,477.795098
392,279.066516
392,273.873504
392,279.168724
392,388.571782
392,873.612208
393,229.962344
393,233.476812
393,260.11243
393,325.5838
393,264.500168
393,427.36477
393,421.202692
393,481.989964
393,611.08139
393,398.60713
394,412.97547
394,395.79487
394,675.759888
394,273.809358
394,875.419474
394,260.781282
394,210.288946
394,429.203684
394,273.350056
394,324.249948
395,306.427008
395,240.955636
395,333.113518
395,422.83719
395,220.315308
395,236.791564
395,198.594298
395,291.638708
395,289.817756
395,447.649288
396,349.596616
396,246.226054
396,364.014566
396,279.435154
396,205.172482
396,228.499338
396,533.9885
396,237.808954
396,299.919386
396,268.039438
397,232.989284
397,391.954104
397,278.416908
397,193.937568
397,296.146616
397,229.00953
397,221.41267
397,210.195714
397,270.35861
397,264.566026
398,435.259702
398,338.358278
398,885.126382
398,199.446188
398,3292.38967
398,293.093592
398,263.734238
398,306.385526
398,318.846528
398,283.27421
399,228.417658
399,269.70387
399,195.161088
399,438.90546
399,564.521764
399,210.581462
399,229.263128
399,258.475796
399,443.375306
399,216.143966
400,548.935032
400,229.672396
400,580.460884
400,300.14305
400,448.654706
400,228.348804
400,282.116976
400,251.95748
400,205.733568
400,325.094996
401,403.643618
401,211.644612
401,754.73403
401,312.409472
401,234.032762
401,271.763882
401,575.511208
401,244.370462
401,287.02346
401,271.821188
402,253.951636
402,345.353424
402,206.529858
402,614.076684
402,278.12824
402,241.432044
402,247.769888
402,235.70703
402,617.078392
402,614.009112
403,1177.200444
403,265.75063
403,265.426896
403,357.538162
403,194.329726
403,243.646012
403,539.663052
403,576.575212
403,293.015758
403,254.137668
404,305.773552
404,422.49977
404,346.322064
404,370.736016
